annotation_id,annotator,content_moderation,created_at,id,lead_time,text,updated_at
227,1,,2025-06-24T08:47:12.203226Z,4036,14.943,"{""qID"": ""3QHITW7OYO7Q6B6ISU2UMJB84ZLAQE-2"", ""sentence"": ""Ian volunteered to eat Dennis's menudo after already having a bowl because _ despised eating intestine."", ""option1"": ""Ian"", ""option2"": ""Dennis"", ""answer"": ""2""}",2025-06-24T08:47:12.203264Z
228,1,,2025-06-24T08:47:45.164740Z,4037,17.986,"{""qID"": ""3XWUWJ18TLO2DDRXF83QWLKRJ29UU4-1"", ""sentence"": ""He never comes to my home, but I always go to his house because the _ is smaller."", ""option1"": ""home"", ""option2"": ""house"", ""answer"": ""1""}",2025-06-24T08:47:45.164761Z
229,1,,2025-06-24T08:47:48.903322Z,4038,3.215,"{""qID"": ""3D5G8J4N5CI2K40F4RZLF9OG2CKVTH-2"", ""sentence"": ""Kyle doesn't wear leg warmers to bed, while Logan almost always does. _ is more likely to live in a colder climate."", ""option1"": ""Kyle"", ""option2"": ""Logan"", ""answer"": ""2""}",2025-06-24T08:47:48.903344Z
230,1,,2025-06-24T08:48:03.451067Z,4039,14.086,"{""qID"": ""3DW3BNF1GHG4SV9KHVCQWF4L0K98VE-2"", ""sentence"": ""The GPS and map helped me navigate home.  I got lost when the _ got turned upside down."", ""option1"": ""GPS"", ""option2"": ""map"", ""answer"": ""2""}",2025-06-24T08:48:03.451089Z
231,1,,2025-06-24T08:48:13.934773Z,4040,4.527,"{""qID"": ""3DTJ4WT8BFTH45NSFTZT1T1BND3ZEV-2"", ""sentence"": ""Emily looked up and saw Patricia racing by overhead, as _ was on the ramp ."", ""option1"": ""Emily"", ""option2"": ""Patricia"", ""answer"": ""2""}",2025-06-24T08:48:13.934794Z
232,1,,2025-06-24T08:48:24.777175Z,4041,10.393,"{""qID"": ""304QEQWKZRY6EBUR5DPX06S39IH0OJ-2"", ""sentence"": ""The treasury workers took the gold bars off of the trolley and stacked them in the safe until the _ was empty."", ""option1"": ""safe"", ""option2"": ""trolley"", ""answer"": ""2""}",2025-06-24T08:48:24.777196Z
233,1,,2025-06-24T08:48:33.364499Z,4042,8.153,"{""qID"": ""36FFXPMSTB2HPB0N3LWI6YRLWWHHOX-1"", ""sentence"": ""He thought he had time to take the scenic route to the store, but the _ was under construction."", ""option1"": ""route"", ""option2"": ""store"", ""answer"": ""1""}",2025-06-24T08:48:33.364520Z
234,1,chores,2025-06-24T08:48:41.017245Z,4043,7.199,"{""qID"": ""37SOB9Z0SUBUPIQRB8ROANMHJ463L8-2"", ""sentence"": ""She remembered how annoying it is to dust her wood chair so she bought a plastic table instead.  Cleaning the _ is quick."", ""option1"": ""chair"", ""option2"": ""table"", ""answer"": ""2""}",2025-06-24T08:48:41.017266Z
235,1,,2025-06-24T08:48:59.660937Z,4044,18.175,"{""qID"": ""3D1UCPY6GINZAB68HJIK5I0BYMV83E-2"", ""sentence"": ""To overcome behavioural bias, we need to focus more on changing the conscious actions instead of the unconscious actions because the _ actions are voluntary."", ""option1"": ""unconscious"", ""option2"": ""conscious"", ""answer"": ""2""}",2025-06-24T08:48:59.660973Z
236,1,wealth,2025-06-24T08:49:06.266448Z,4045,6.137,"{""qID"": ""3R5LWXWHR2MQJOJ4K61W4B6CS5OGXO-2"", ""sentence"": ""Megan has a lot less money than Jessica because _ just bought the winning lottery ticket."", ""option1"": ""Megan"", ""option2"": ""Jessica"", ""answer"": ""2""}",2025-06-24T08:49:06.266470Z
237,1,,2025-06-24T08:49:19.593706Z,4046,12.84,"{""qID"": ""3NRZ1LDP7W4677DB493437C7D3WZP2-2"", ""sentence"": ""I picked up a bag of peanuts and raisins for a snack. I wanted a sweeter snack out so I stored the _ for now."", ""option1"": ""raisins"", ""option2"": ""peanuts"", ""answer"": ""2""}",2025-06-24T08:49:19.593728Z
238,1,chores,2025-06-24T08:49:27.701525Z,4047,7.661,"{""qID"": ""3X55NP42EOE5ME6IJ28VZ67STRW3P5-1"", ""sentence"": ""Craig really loves to clean all the time but Derrick does not because _ is very neat."", ""option1"": ""Craig"", ""option2"": ""Derrick"", ""answer"": ""1""}",2025-06-24T08:49:27.701568Z
239,1,DIY,2025-06-24T08:49:36.237135Z,4048,8.085,"{""qID"": ""3JHB4BPSFMNRVHVKKM0UIMOWRR29QT-1"", ""sentence"": ""Dennis gave his hammer to Robert so he could hammer the nails. _ had plenty of hammers."", ""option1"": ""Dennis"", ""option2"": ""Robert"", ""answer"": ""1""}",2025-06-24T08:49:36.237155Z
240,1,,2025-06-24T08:49:39.322130Z,4049,2.641,"{""qID"": ""3DGDV62G7O7G1WAZF2UQGW20SY82PG-2"", ""sentence"": ""The party was more interesting and uplifing than the funeral because the _ was rigid."", ""option1"": ""party"", ""option2"": ""funeral"", ""answer"": ""2""}",2025-06-24T08:49:39.322151Z
241,1,,2025-06-24T08:49:43.667627Z,4050,3.919,"{""qID"": ""3VW0145YLYAAMPBUU78QY9UMP3VMJ1-2"", ""sentence"": ""The geese prefer to nest in the fields rather than the forests because in the _ predators are more hidden."", ""option1"": ""fields"", ""option2"": ""forests"", ""answer"": ""2""}",2025-06-24T08:49:43.667648Z
242,1,,2025-06-24T08:49:47.423361Z,4051,3.341,"{""qID"": ""3IWA71V4TKUOMVUY8TSASKTOZ3UX63-2"", ""sentence"": ""The plant took up too much room in the urn, because the _ was small."", ""option1"": ""plant"", ""option2"": ""urn"", ""answer"": ""2""}",2025-06-24T08:49:47.423381Z
243,1,,2025-06-24T08:49:58.850721Z,4052,11.01,"{""qID"": ""3M7OI89LVYMLP8KWXZKNM9K59J76CX-1"", ""sentence"": ""I installed a new bird house outside above the ground, but had to prop it up higher away from my cat since the _ was too low."", ""option1"": ""bird house"", ""option2"": ""ground"", ""answer"": ""1""}",2025-06-24T08:49:58.850767Z
244,1,,2025-06-24T08:50:05.850122Z,4053,6.54,"{""qID"": ""3INZSNUD80OICJS8V2IAQPTPKLFD95-2"", ""sentence"": ""I prefer spa to the pool and I find the cold water in the _  not relaxing at the end of the day."", ""option1"": ""spa"", ""option2"": ""pool"", ""answer"": ""2""}",2025-06-24T08:50:05.850144Z
245,1,,2025-06-24T08:50:58.451572Z,4054,52.159,"{""qID"": ""3B9J25CZ27R56VH0OAZQFC45F2ESCA-2"", ""sentence"": ""Megan said it would be liberating to go out without makeup like Elena does. _ never wore makeup when she left the house."", ""option1"": ""Megan"", ""option2"": ""Elena"", ""answer"": ""2""}",2025-06-24T08:50:58.451593Z
246,1,wealth,2025-06-24T08:51:19.122109Z,4055,20.241,"{""qID"": ""38G0E1M85OJHKHF44WPVK5AIL6SUV4-1"", ""sentence"": ""Donald was richer than Leslie was because companies had found oil on the property of _ ."", ""option1"": ""Donald"", ""option2"": ""Leslie"", ""answer"": ""1""}",2025-06-24T08:51:19.122131Z
247,1,ask,2025-06-24T08:51:37.052651Z,4056,17.413,"{""qID"": ""3THR0FZ95R7JB7JDU6BGYQKRCK0OLW-2"", ""sentence"": ""Feeling a draft, William asked Neil to please close the front door because _ was closer."", ""option1"": ""William"", ""option2"": ""Neil"", ""answer"": ""2""}",2025-06-24T08:51:37.052672Z
248,1,,2025-06-24T08:51:44.637499Z,4057,7.127,"{""qID"": ""3SV8KD29L4Q5WGGVRHYW7QQ8EEZZKB-2"", ""sentence"": ""Lindsey loved the taste of duck but Megan liked chicken better. _ ordered the kung pao chicken for dinner."", ""option1"": ""Lindsey"", ""option2"": ""Megan"", ""answer"": ""2""}",2025-06-24T08:51:44.637539Z
249,1,,2025-06-24T08:52:00.739627Z,4058,15.676,"{""qID"": ""3RSBJ6YZEE4XBF9H8V8I3DF7F0UFOM-2"", ""sentence"": ""Elena would grab their inventory in the back of the store for Megan to sell each time because _ was a loyal customer."", ""option1"": ""Elena"", ""option2"": ""Megan"", ""answer"": ""2""}",2025-06-24T08:52:00.739648Z
250,1,,2025-06-24T08:52:18.114146Z,4059,16.912,"{""qID"": ""3TCFMTM8HEMDK4RXU0J0F0K2KZI21L-2"", ""sentence"": ""Kenneth asked Dennis what time the dance was being held, but _ had forgotten."", ""option1"": ""Kenneth"", ""option2"": ""Dennis"", ""answer"": ""2""}",2025-06-24T08:52:18.114183Z
251,1,,2025-06-24T08:53:15.872733Z,4060,57.337,"{""qID"": ""3S4TINXCC217YYX13TMMKNON1TXBOG-1"", ""sentence"": ""Eric was teaching all of the proper stretches to Neil, because _ was using them to get paid."", ""option1"": ""Eric"", ""option2"": ""Neil"", ""answer"": ""1""}",2025-06-24T08:53:15.872754Z
252,1,wealth,2025-06-24T08:53:45.605795Z,4061,29.232,"{""qID"": ""36MUZ9VAE8GE14IWNBAWA1I8ZL8DE5-2"", ""sentence"": ""When buying a home, Patricia doesn't have as much money to spend as Tanya, so _ buys a 5 bedroom house."", ""option1"": ""Patricia"", ""option2"": ""Tanya"", ""answer"": ""2""}",2025-06-24T08:53:45.605815Z
277,1,"{""choices"":[""ask"",""family""]}",2025-06-24T09:10:11.427643Z,4064,15.704,"{""qID"": ""3P4C70TRMTVVJU2F6NY8THBPLKALGF-1"", ""sentence"": ""Emily asked her sister Sarah if she needed any tampons or pads from the store, even though _ didn't because she had switched to using menstrual cups."", ""option1"": ""Emily"", ""option2"": ""Sarah"", ""answer"": ""1""}",2025-06-24T09:10:11.427669Z
278,1,ask,2025-06-24T09:10:31.714576Z,4066,18.45,"{""qID"": ""3HJ1EVZS2OHQYRMXWUCK4177UA4R37-1"", ""sentence"": ""Rebecca picked up Amy to carpool to work every day, so _ asked for some gas money."", ""option1"": ""Rebecca"", ""option2"": ""Amy"", ""answer"": ""1""}",2025-06-24T09:10:31.714597Z
298,1,,2025-06-24T09:24:24.520678Z,4073,14.955,"{""qID"": ""3MDKGGG61QL2BPM7JLFDBJK9SLJ6TJ-2"", ""sentence"": ""Natalie thinks emeralds are beautiful gems but Betty does not. _ bought a necklace featuring a big diamond."", ""option1"": ""Natalie"", ""option2"": ""Betty"", ""answer"": ""2""}",2025-06-24T09:24:24.520700Z
279,1,ask,2025-06-24T09:10:55.309178Z,4097,22.21,"{""qID"": ""3QHITW7OYO7Q6B6ISU2UMJB89I2AQ2-1"", ""sentence"": ""Eric asked Michael on a date to go to the movies on Friday night because _ was very confident."", ""option1"": ""Eric"", ""option2"": ""Michael"", ""answer"": ""1""}",2025-06-24T09:10:55.309198Z
268,1,chores,2025-06-24T09:05:26.964721Z,4098,39.109,"{""qID"": ""3M4KL7H8KVL125AYH2V35D1E5OH167-2"", ""sentence"": ""Amy hated the smell of bleach, but still Kayla used it all the time to clean so _ tries to use it less."", ""option1"": ""Amy"", ""option2"": ""Kayla"", ""answer"": ""2""}",2025-06-24T09:05:26.964742Z
280,1,ask,2025-06-24T09:11:11.925606Z,4118,15.288,"{""qID"": ""3B6F54KMR2A6P38VOFY66IX6ND11SG-2"", ""sentence"": ""Brian had a large collection of coins that Kevin really admired, so _ asked him for some duplicates."", ""option1"": ""Brian"", ""option2"": ""Kevin"", ""answer"": ""2""}",2025-06-24T09:11:11.925645Z
269,1,chores,2025-06-24T09:05:52.616119Z,4126,11.772,"{""qID"": ""3LN3BXKGC29BUOEEA15A2SS5J15WGU-2"", ""sentence"": ""The woman sprayed cleaner on the mirror but skipped the countertop because the _ was clean."", ""option1"": ""mirror"", ""option2"": ""countertop"", ""answer"": ""2""}",2025-06-24T09:05:52.616140Z
380,1,family,2025-06-25T09:35:42.206111Z,4144,12.43,"{""qID"": ""3TFJJUELSHNX771VAX8KWW3TTFCC2V-1"", ""sentence"": ""My sister enjoyed writing on the blog more than in her journal, because the _ for everyone to see."", ""option1"": ""blog"", ""option2"": ""journal"", ""answer"": ""1""}",2025-06-25T09:35:42.206142Z
281,1,ask,2025-06-24T09:11:57.793495Z,4159,44.311,"{""qID"": ""3RKHNXPHGWUOAHMLLUZOQYBTHGGKUC-1"", ""sentence"": ""Felicia looked sad and disappointed after she asked Christine refused to be her girlfriend because _ liked her."", ""option1"": ""Felicia"", ""option2"": ""Christine"", ""answer"": ""1""}",2025-06-24T09:11:57.793532Z
366,1,family,2025-06-25T09:29:32.855682Z,4168,15.319,"{""qID"": ""3UUSLRKAUL1EY04FG5KQCT2JPT87D0-2"", ""sentence"": ""Joan's grandmother always wanted a hug and a kiss, but Joan preferred the _ because she was afraid of germs."", ""option1"": ""kiss"", ""option2"": ""hug"", ""answer"": ""2""}",2025-06-25T09:29:32.855702Z
270,1,"{""choices"":[""chores"",""failure""]}",2025-06-24T09:06:30.394240Z,4174,36.34,"{""qID"": ""3SU800BH86QALKKGYZJLMKN2B7IQUL-2"", ""sentence"": ""Because Carrie lost a bet to Cynthia over the basketball game, _ spent hours having the cleaning done for them."", ""option1"": ""Carrie"", ""option2"": ""Cynthia"", ""answer"": ""2""}",2025-06-24T09:06:30.394262Z
271,1,chores,2025-06-24T09:06:48.433522Z,4178,16.508,"{""qID"": ""3OID399FXG5RDTJLYOI20LF0NKKDF9-2"", ""sentence"": ""Monica wanted to use a vacuum to clean the floor, but Victoria wanted to use a broom. _ cleaned the floor much slower."", ""option1"": ""Monica"", ""option2"": ""Victoria"", ""answer"": ""2""}",2025-06-24T09:06:48.433559Z
282,1,ask,2025-06-24T09:12:12.978311Z,4185,13.214,"{""qID"": ""32PT7WK7DOTBR62ZYRT0RAEC9NDD3U-1"", ""sentence"": ""Neil asked Michael what it was like to go to war because _ was a pacifist."", ""option1"": ""Neil"", ""option2"": ""Michael"", ""answer"": ""1""}",2025-06-24T09:12:12.978333Z
272,1,chores,2025-06-24T09:07:10.257022Z,4207,15.63,"{""qID"": ""3V0TR1NRVA0JH6JKUXVHJGA3DQC4A6-2"", ""sentence"": ""Jen put her derma roller into the water, so that the cleaner could sterilize it with the _ ."", ""option1"": ""derma roller"", ""option2"": ""water"", ""answer"": ""2""}",2025-06-24T09:07:10.257044Z
288,1,hesitation,2025-06-24T09:15:30.405381Z,4208,22.68,"{""qID"": ""32LAQ1JNTB327PBFZ1PGJNMXOF2TU1-2"", ""sentence"": ""The case James used to carry the file still got more space in it. I wonder why he chose the _ that is small."", ""option1"": ""case"", ""option2"": ""file"", ""answer"": ""2""}",2025-06-24T09:15:30.405401Z
273,1,,2025-06-24T09:08:03.007317Z,4211,31.825,"{""qID"": ""3XABXM4AJ3JRHCCAFUUGIQTM9XA8QL-2"", ""sentence"": ""Donald didn't like to keep clean the way Matthew did, so _ tended to smell nice."", ""option1"": ""Donald"", ""option2"": ""Matthew"", ""answer"": ""2""}",2025-06-24T09:08:03.007338Z
274,1,,2025-06-24T09:08:31.115219Z,4223,26.773,"{""qID"": ""3D0LPO3EABXOHHR5TNO600YFX6WOYN-1"", ""sentence"": ""He preferred to clean with the soap instead of the body wash, because the _ left him feeling itchy."", ""option1"": ""body wash"", ""option2"": ""soap"", ""answer"": ""1""}",2025-06-24T09:08:31.115244Z
283,1,ask,2025-06-24T09:12:45.810680Z,4235,31.228,"{""qID"": ""3WRKFXQBOB5ELVG2VSB1G32TGHMIYA-2"", ""sentence"": ""Have you ever been on  a nature walk Samantha asked Tanya , _ is giving a reply to a question."", ""option1"": ""Samantha"", ""option2"": ""Tanya"", ""answer"": ""2""}",2025-06-24T09:12:45.810756Z
367,1,family,2025-06-25T09:29:43.607808Z,4240,9.127,"{""qID"": ""31S7M7DAGI4ZOZOLQNXFS0QEB4XTLR-1"", ""sentence"": ""Adam adored his grandmother, William.  _ decided he would surprise her with a trip to Europe."", ""option1"": ""Adam"", ""option2"": ""William"", ""answer"": ""1""}",2025-06-25T09:29:43.607828Z
284,1,ask,2025-06-24T09:13:19.088686Z,4244,30.775,"{""qID"": ""3D0LPO3EADD3B6QCDL06SYMOM5COYB-2"", ""sentence"": ""Tina asked guests to take off their shoes when entering the house because she had a new carpet. She said the _ couldn't get dirty."", ""option1"": ""shoes"", ""option2"": ""carpet"", ""answer"": ""2""}",2025-06-24T09:13:19.088767Z
285,1,ask,2025-06-24T09:13:50.411556Z,4254,29.773,"{""qID"": ""3PUOXASB59H099WB7IJ79F00WSRZ9D-2"", ""sentence"": ""Jeffrey asked Joel to express their feelings in a more productive manner, but _ was actually the one being reasonable."", ""option1"": ""Jeffrey"", ""option2"": ""Joel"", ""answer"": ""2""}",2025-06-24T09:13:50.411577Z
308,1,,2025-06-25T08:45:45.591622Z,4256,22.874,"{""qID"": ""3AQN9REUTFEXDK0G3EAQP6MGTS8DYY-1"", ""sentence"": ""The football was flying higher than the basketball as it went through the air. The _ was lighter."", ""option1"": ""football"", ""option2"": ""basketball"", ""answer"": ""1""}",2025-06-25T08:45:45.591685Z
309,1,ask,2025-06-25T08:46:46.446478Z,4267,58.61,"{""qID"": ""3XD2A6FGFP838XAXCQPZDM3X9DR9SI-2"", ""sentence"": ""Megan received flowers from Carrie because _ wanted to ask them out on a date."", ""option1"": ""Megan"", ""option2"": ""Carrie"", ""answer"": ""2""}",2025-06-25T08:46:46.446503Z
253,1,chores,2025-06-24T08:54:31.949046Z,4268,24.821,"{""qID"": ""35U0MRQMUJ57DNW0OC1MT1ULA7DOVS-2"", ""sentence"": ""Emptying the litter box was a dreaded chore for Adam while Lawrence didn't mind doing it. _ never tried to get someone else to handle it."", ""option1"": ""Adam"", ""option2"": ""Lawrence"", ""answer"": ""2""}",2025-06-24T08:54:31.949066Z
310,1,ask,2025-06-25T08:47:28.191253Z,4305,16.797,"{""qID"": ""3ZXNP4Z39RJXWCS7TMIEV6AOTL97LC-2"", ""sentence"": ""Michael discovered Craig was a respected doctor so _ was asked many health related questions."", ""option1"": ""Michael"", ""option2"": ""Craig"", ""answer"": ""2""}",2025-06-25T08:47:28.191280Z
426,1,,2025-06-25T09:55:38.346318Z,4307,20.787,"{""qID"": ""3CIS7GGG67X0I6TI960LK1MWLVOUE1-2"", ""sentence"": ""Ryan ran over Ian's guinea pig with his car, causing _ to feel a great deal of pain."", ""option1"": ""Ryan"", ""option2"": ""Ian"", ""answer"": ""2""}",2025-06-25T09:55:44.033325Z
368,1,family,2025-06-25T09:30:05.765492Z,4315,20.78,"{""qID"": ""3PN6H8C9R64BBR1K768AEISIFNKDAL-2"", ""sentence"": ""The mother always consulted a book for her pregnancy because the _ was very  informative."", ""option1"": ""pregnancy"", ""option2"": ""book"", ""answer"": ""2""}",2025-06-25T09:30:05.765513Z
311,1,"{""choices"":[""ask"",""wealth""]}",2025-06-25T08:47:52.215249Z,4321,27.019000000000002,"{""qID"": ""37VE3DA4YUFICSC7FIFW8G3D0EBBHO-2"", ""sentence"": ""Ian asked Kevin to help with their taxes because _ was a successful, trained accountant."", ""option1"": ""Ian"", ""option2"": ""Kevin"", ""answer"": ""2""}",2025-06-25T08:49:07.955022Z
275,1,,2025-06-24T09:09:05.357343Z,4328,22.791,"{""qID"": ""334ZEL5JX8T6FKE3EF8HACYN590OSV-2"", ""sentence"": ""The dog's hair had to be removed after it got stuck in the mud because the _ was clean."", ""option1"": ""mud"", ""option2"": ""hair"", ""answer"": ""2""}",2025-06-24T09:09:05.357378Z
276,1,chores,2025-06-24T09:09:19.734331Z,4342,12.919,"{""qID"": ""3TKXBROM5VO3KVKATQMYYEBDWK1IJU-2"", ""sentence"": ""Patricia always had to clean up after Angela, because _ didn't care about living in filth."", ""option1"": ""Patricia"", ""option2"": ""Angela"", ""answer"": ""2""}",2025-06-24T09:09:19.734352Z
312,1,ask,2025-06-25T08:48:14.761064Z,4343,19.492,"{""qID"": ""3M93N4X8HM1SE9N6Y2GC2GH17WPJS5-1"", ""sentence"": ""Michael asked Brett for help moving a desk. _ wouldn't have been able to do it alone."", ""option1"": ""Michael"", ""option2"": ""Brett"", ""answer"": ""1""}",2025-06-25T08:48:14.761096Z
427,1,sickness,2025-06-25T09:56:17.146515Z,4358,7.07,"{""qID"": ""3Q9SPIIRWL0AKX1BO1D066H3M5SWAJ-2"", ""sentence"": ""The scar needed medical care to heal, while the cut healed naturally, because the _ was a minor wound."", ""option1"": ""cut"", ""option2"": ""scar"", ""answer"": ""2""}",2025-06-25T09:56:17.146535Z
313,1,ask,2025-06-25T08:48:35.873825Z,4369,18.547,"{""qID"": ""31KPKEKW4CRMVH5I18KBUMS53QI0BG-1"", ""sentence"": ""Christopher tried a new recipe and asked Kenneth how  liked it. _ hoped it tasted good."", ""option1"": ""Christopher"", ""option2"": ""Kenneth"", ""answer"": ""1""}",2025-06-25T08:48:35.873870Z
369,1,family,2025-06-25T09:30:29.063308Z,4372,21.969,"{""qID"": ""3CMV9YRYP5F5AWSGETJBQU35DCRJLH-2"", ""sentence"": ""When Matthew stepped in dog poop wearing his new shoes, Dennis laughed, so mother gave _ an angry look."", ""option1"": ""Matthew"", ""option2"": ""Dennis"", ""answer"": ""2""}",2025-06-25T09:30:29.063328Z
355,1,family,2025-06-25T09:25:18.650636Z,4373,15.708,"{""qID"": ""37SOB9Z0SSVFVTRKRAFOIPY8T27L3C-1"", ""sentence"": ""While the thrifty family was at the grocery store, they bought soap instead of shampoo because the _ was needed."", ""option1"": ""soap"", ""option2"": ""shampoo"", ""answer"": ""1""}",2025-06-25T09:25:18.650657Z
314,1,"{""choices"":[""ask"",""wealth""]}",2025-06-25T08:49:17.139731Z,4379,19.379,"{""qID"": ""39N6W9XWRDL0P4A754BYVRPD6NGGY9-1"", ""sentence"": ""When Robert was asked by Christopher what he wanted for his birthday, he said money. _ wanted to choose his own gift."", ""option1"": ""Robert"", ""option2"": ""Christopher"", ""answer"": ""1""}",2025-06-25T08:49:17.139756Z
315,1,ask,2025-06-25T08:49:44.947206Z,4410,21.44,"{""qID"": ""3IKMEYR0LY9UKUCQM81ICD49MF02K2-1"", ""sentence"": ""The tailor called Megan to say her coat was finished, so she asked her assistant Patricia to get it. _ gave her the car to drive to the tailor shop."", ""option1"": ""Megan"", ""option2"": ""Patricia"", ""answer"": ""1""}",2025-06-25T08:49:44.947249Z
377,1,family,2025-06-25T09:34:42.351637Z,4423,45.815,"{""qID"": ""3SZYX62S5GYJUNPM1Z27EHERCDW57E-1"", ""sentence"": ""I wanted to showcase my music skills by playing the violin while my brother played the piano. Unfortunately, no one heard me because the _ was too loud."", ""option1"": ""piano"", ""option2"": ""violin"", ""answer"": ""1""}",2025-06-25T09:34:42.351727Z
316,1,ask,2025-06-25T08:50:33.422533Z,4429,46.698,"{""qID"": ""3P888QFVX3SF8F0J2D7CNEVDTG5OQ7-1"", ""sentence"": ""Megan asked Samantha if she wanted to get married right away, because _ was in love.."", ""option1"": ""Megan"", ""option2"": ""Samantha"", ""answer"": ""1""}",2025-06-25T08:50:33.422568Z
